,count_A,count_B,ratio_A,ratio_B,log2_fold
HSE,1,0,4.529190638108394e-05,4.5291906335792036e-14,29.897352855428956
HSS,2,0,9.058381271687597e-05,4.5291906335792036e-14,30.89735285470761
HST,2,0,9.058381271687597e-05,4.5291906335792036e-14,30.89735285470761
HTC,83,66,0.0037592282259160305,0.002989265818207566,0.33064531198399416
HTD,0,2,4.5291906335792036e-14,9.058381271687597e-05,-30.89735285470761
HTE,1,1,4.529190638108394e-05,4.529190638108394e-05,0.0
HTG,1,0,4.529190638108394e-05,4.5291906335792036e-14,29.897352855428956
HTH,7,5,0.00031704334439583616,0.00022645953172425207,0.48542682708780216
HTS,27,2,0.0012228814711116767,9.058381271687597e-05,3.754887501495554
HTT,150,36,0.0067937859504140965,0.0016305086281338049,2.0588936890231118
ICC,1,0,4.529190638108394e-05,4.5291906335792036e-14,29.897352855428956
ICT,1,0,4.529190638108394e-05,4.5291906335792036e-14,29.897352855428956
IHH,1,0,4.529190638108394e-05,4.5291906335792036e-14,29.897352855428956
IIC,2,0,9.058381271687597e-05,4.5291906335792036e-14,30.89735285470761
IIH,1,0,4.529190638108394e-05,4.5291906335792036e-14,29.897352855428956
III,9,0,0.0004076271570674202,4.5291906335792036e-14,33.06727785558887
SBE,1,0,4.529190638108394e-05,4.5291906335792036e-14,29.897352855428956
SBG,1,0,4.529190638108394e-05,4.5291906335792036e-14,29.897352855428956
SBH,1,0,4.529190638108394e-05,4.5291906335792036e-14,29.897352855428956
SCB,7,4,0.00031704334439583616,0.00018116762538846005,0.8073549219030296
SCC,125,71,0.005661488292019296,0.0032157253498865264,0.8160371651486269
SCE,74,34,0.0033516010688939024,0.0015399248154622208,1.1219905243556743
SCG,11,0,0.0004982109697390043,4.5291906335792036e-14,33.35678447275471
SCH,48,8,0.002174011504163309,0.00036233525073162815,2.5849625005708754
SCS,18,1,0.0008152543140895485,4.529190638108394e-05,4.1699250000797665
SCT,17,1,0.0007699624077537564,4.529190638108394e-05,4.087462839892509
SDD,1,0,4.529190638108394e-05,4.5291906335792036e-14,29.897352855428956
SDS,1,0,4.529190638108394e-05,4.5291906335792036e-14,29.897352855428956
SEC,1,0,4.529190638108394e-05,4.5291906335792036e-14,29.897352855428956
SEE,65,12,0.002943973911871774,0.0005435028760747963,2.437405312209269
SES,1,0,4.529190638108394e-05,4.5291906335792036e-14,29.897352855428956
SGG,4,0,0.00018116762538846005,4.5291906335792036e-14,31.897352854346934
SGH,0,1,4.5291906335792036e-14,4.529190638108394e-05,-29.897352855428956
SGT,1,0,4.529190638108394e-05,4.5291906335792036e-14,29.897352855428956
SHC,0,1,4.5291906335792036e-14,4.529190638108394e-05,-29.897352855428956
SHH,39,5,0.001766384347141181,0.00022645953172425207,2.9634741237233393
SSC,62,12,0.002808098192864398,0.0005435028760747963,2.3692338095687635
SSE,22,5,0.0009964219394327167,0.00022645953172425207,2.137503523526973
SSG,1,0,4.529190638108394e-05,4.5291906335792036e-14,29.897352855428956
SSH,20,0,0.0009058381267611326,4.5291906335792036e-14,34.21928094894576
SSS,21,1,0.0009511300330969246,4.529190638108394e-05,4.3923174214047656
SST,9,2,0.0004076271570674202,9.058381271687597e-05,2.169925000881264
STC,8,4,0.00036233525073162815,0.00018116762538846005,0.9999999998196629
STE,0,3,4.5291906335792036e-14,0.000135875719052668,-31.482315355188316
STG,1,1,4.529190638108394e-05,4.529190638108394e-05,0.0
STH,3,0,0.000135875719052668,4.5291906335792036e-14,31.482315355188316
STS,4,0,0.00018116762538846005,4.5291906335792036e-14,31.897352854346934
STT,21,0,0.0009511300330969246,4.5291906335792036e-14,34.28967027683372
TCB,3,0,0.000135875719052668,4.5291906335792036e-14,31.482315355188316
TCC,269,303,0.012183522804373348,0.013723447619790278,-0.17171162091572512
TCD,1,3,4.529190638108394e-05,0.000135875719052668,-1.5849624997593594
TCE,72,54,0.0032610172562223183,0.0024457629421780615,0.4150374992721648
TCG,4,0,0.00018116762538846005,4.5291906335792036e-14,31.897352854346934
TCH,58,17,0.0026269305675212296,0.0007699624077537564,1.7705181538172423
TCS,22,5,0.0009964219394327167,0.00022645953172425207,2.137503523526973
TCT,16,7,0.0007246705014179644,0.00031704334439583616,1.192645077826465
TDC,6,4,0.0002717514380600441,0.00018116762538846005,0.5849625006009316
TDD,9,1,0.0004076271570674202,4.529190638108394e-05,3.1699250001599166
TDE,1,0,4.529190638108394e-05,4.5291906335792036e-14,29.897352855428956
TEC,2,2,9.058381271687597e-05,9.058381271687597e-05,0.0
TEE,70,39,0.003170433443550734,0.001766384347141181,0.843880798066336
TGC,3,2,0.000135875719052668,9.058381271687597e-05,0.584962500480707
TGG,5,1,0.00022645953172425207,4.529190638108394e-05,2.3219280937332063
TGH,3,0,0.000135875719052668,4.5291906335792036e-14,31.482315355188316
TGS,1,0,4.529190638108394e-05,4.5291906335792036e-14,29.897352855428956
TGT,4,0,0.00018116762538846005,4.5291906335792036e-14,31.897352854346934
THC,2,2,9.058381271687597e-05,9.058381271687597e-05,0.0
THH,32,7,0.0014493410027906367,0.00031704334439583616,2.19264507778138
TSB,2,0,9.058381271687597e-05,4.5291906335792036e-14,30.89735285470761
TSC,125,50,0.005661488292019296,0.0022645953168348933,1.3219280948700503
TSD,1,0,4.529190638108394e-05,4.5291906335792036e-14,29.897352855428956
TSE,11,4,0.0004982109697390043,0.00018116762538846005,1.4594316184077774
TSH,5,0,0.00022645953172425207,4.5291906335792036e-14,32.21928094916216
TSS,17,1,0.0007699624077537564,4.529190638108394e-05,4.087462839892509
TST,11,0,0.0004982109697390043,4.5291906335792036e-14,33.35678447275471
TTC,319,175,0.014448118121162949,0.007926083608808898,0.866201501928819
TTD,10,0,0.00045291906340321224,4.5291906335792036e-14,33.21928094901789
TTE,66,27,0.002989265818207566,0.0012228814711116767,1.2895066171634109
TTG,7,0,0.00031704334439583616,4.5291906335792036e-14,32.70470777624996
TTH,18,1,0.0008152543140895485,4.529190638108394e-05,4.1699250000797665
TTS,111,34,0.005027401603318208,0.0015399248154622208,1.706953025070332
TTT,72,9,0.0032610172562223183,0.0004076271570674202,2.999999999859738
