,count_A,count_B,ratio_A,ratio_B,log2_fold
CBC,403,391,0.003531215772178953,0.0033028948902272546,0.09643391983760508
CBE,28,22,0.00024534501643746045,0.00018584063321768965,0.40074599202335437
CBG,16,22,0.00014019715225373268,0.00018584063321768965,-0.4066089299956061
CBH,35,46,0.0003066812705446349,0.00038857586944595403,-0.34145625048509
CBS,92,73,0.0008061336254173418,0.0006166530102027515,0.3865600857900138
CBT,93,97,0.0008148959474326525,0.0008193882464310159,-0.007931342461356919
CCB,341,325,0.002987951807229693,0.0027453729905995276,0.12215470972524704
CCC,4747,4896,0.041594742606688405,0.04135798819057439,0.008235180353889114
CCD,184,214,0.0016122672508259211,0.0018077225230438048,-0.1650823417259354
CCE,1129,1185,0.009892661555294483,0.010010052288779001,-0.017018884395460423
CCG,306,363,0.00268127053669382,0.0030663704479609462,-0.19361520668525908
CCH,946,977,0.008289156626492634,0.00825301357480071,0.00630430998815803
CCI,0,3,8.762322015310647e-15,2.534190453698035e-05,-31.429492666571218
CCS,1555,1467,0.013625410733816817,0.012392191314461109,0.13686839796161876
CCT,974,934,0.008534501642921332,0.007889779609891737,0.1133219109897163
CDC,23,27,0.0002015334063609072,0.00022807714076524473,-0.17850285748006323
CDD,300,357,0.0026286966046019564,0.00301568663890388,-0.19813888491535114
CDH,2,0,1.7524644039383615e-05,8.447301509511016e-15,30.950175543324708
CEE,2514,2629,0.02202847754649973,0.02220795566851291,-0.01170680358041331
CGD,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
CGG,699,730,0.006124863088710904,0.006166530101951489,-0.009781319774755737
CHH,1882,1933,0.0164906900328234,0.01632863381789324,0.014247679134420776
CHI,3,2,2.6286966054694264e-05,1.6894603027469333e-05,0.6377851890978069
CII,0,6,8.762322015310647e-15,5.06838090655134e-05,-32.429492666330766
CSB,64,58,0.0005607886089886437,0.0004899434875600862,0.19484169348719554
CSC,833,805,0.007299014238762531,0.006800077715164815,0.1021504009806077
CSE,447,446,0.003916757940852621,0.0037674964732503603,0.056053809880105505
CSG,45,56,0.0003943044906977414,0.0004730488845410642,-0.2626791371045324
CSH,133,169,0.0011653888280450783,0.001427593955115809,-0.2927743121615843
CSS,1446,1418,0.012670317634147957,0.011978273540495068,0.08103270832868155
CST,173,158,0.0015158817086575042,0.0013346736385111877,0.1836701680759298
CTB,0,3,8.762322015310647e-15,2.534190453698035e-05,-31.429492666571218
CTE,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
CTG,8,10,7.009857613124749e-05,8.447301510355747e-05,-0.26910540623419543
CTH,60,57,0.0005257393209274011,0.0004814961860505752,0.1268232700596108
CTI,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
CTT,2064,2147,0.018085432639609936,0.0181363563409286,-0.004056531818392521
DCB,10,11,8.76232201618688e-05,9.292031661306848e-05,-0.08468083511971983
DCC,270,344,0.002365826944142637,0.002905871719280237,-0.2966264690330179
DCD,14,14,0.00012267250822311138,0.00011826222114160153,0.052822688617099677
DCE,47,67,0.0004118291347283627,0.0005659692011456854,-0.45867765015387263
DCG,7,9,6.133625411593685e-05,7.602571359404645e-05,-0.3097473907218086
DCH,51,51,0.00044687842278960525,0.0004308123769935091,0.052822688617099677
DCT,23,15,0.0002015334063609072,0.00012670952265111254,0.66949404903214
DDC,346,420,0.003031763417306246,0.003547866634003074,-0.2267946014115638
DDD,4038,4307,0.035382256297833155,0.0363825276014724,-0.04021972429326329
DDE,1,0,8.762322024072969e-06,8.447301509511016e-15,29.950175544046054
DDG,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
DDH,0,2,8.762322015310647e-15,1.6894603027469333e-05,-30.844530166090507
DDT,0,2,8.762322015310647e-15,1.6894603027469333e-05,-30.844530166090507
DEC,1,0,8.762322024072969e-06,8.447301509511016e-15,29.950175544046054
DGG,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
DHC,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
DHH,2,1,1.7524644039383615e-05,8.447301517958319e-06,1.052822687895752
DTC,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
DTT,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
EBB,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
EBC,34,33,0.0002979189485293243,0.00027876094982231083,0.09589141050769998
EBE,1,0,8.762322024072969e-06,8.447301509511016e-15,29.950175544046054
EBH,1,1,8.762322024072969e-06,8.447301517958319e-06,0.052822688617099677
EBS,7,4,6.133625411593685e-05,3.378920604649137e-05,0.8601776105201294
EBT,23,15,0.0002015334063609072,0.00012670952265111254,0.66949404903214
ECB,43,45,0.0003767798466671201,0.000380128567936443,-0.01276565300898608
ECC,1172,1165,0.01026944140195284,0.009841106258588781,0.06146530349769746
ECD,45,54,0.0003943044906977414,0.0004561542815220422,-0.21021171721135098
ECE,54,59,0.00047316538883553723,0.0004983907890695972,-0.07493285857900887
ECG,94,100,0.0008236582694479632,0.0008447301509595489,-0.03644464947906657
ECH,127,138,0.0011128148959532146,0.0011657276083209675,-0.06701708138799779
ECI,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
ECS,555,569,0.004863088718506171,0.004806514558920215,0.016881807548050208
ECT,452,528,0.003960569550929174,0.004460175197030264,-0.1713924683257067
EDD,3,2,2.6286966054694264e-05,1.6894603027469333e-05,0.6377851890978069
EEB,66,54,0.000578313253019265,0.0004561542815220422,0.3423293058072272
EEC,2586,2691,0.022659364731602096,0.02273168836210259,-0.004597427213041424
EED,3,2,2.6286966054694264e-05,1.6894603027469333e-05,0.6377851890978069
EEE,15246,16556,0.13359036144543487,0.13985352379147284,-0.06610068383867258
EEG,114,107,0.0009989047097541761,0.0009038612615261261,0.14424571637986658
EEH,121,119,0.0010602409638613506,0.0010052288796402584,0.0768681625835502
EES,705,786,0.006177437020802768,0.006639578986484106,-0.10408336635514
EET,799,879,0.007001095290241969,0.007425178026868631,-0.0848449735981632
EGG,114,107,0.0009989047097541761,0.0009038612615261261,0.14424571637986658
EHH,120,119,0.0010514786418460399,0.0010052288796402584,0.06489552091757331
EHI,1,0,8.762322024072969e-06,8.447301509511016e-15,29.950175544046054
ESB,7,8,6.133625411593685e-05,6.757841208453544e-05,-0.13982238929953383
ESC,262,315,0.0022957283680201516,0.0026608999755044173,-0.21296232823180236
ESE,23,23,0.0002015334063609072,0.0001942879347272007,0.05282268861709937
ESG,9,8,7.886089814655814e-05,6.757841208453544e-05,0.2227476900393745
ESH,10,11,8.76232201618688e-05,9.292031661306848e-05,-0.08468083511971983
ESS,368,385,0.00322453450164308,0.0032522110811701887,-0.012329990907978141
EST,26,36,0.00022782037240683914,0.00030410285435084386,-0.4166625946687069
ETB,1,3,8.762322024072969e-06,2.534190453698035e-05,-1.53213981114226
ETC,10,13,8.76232201618688e-05,0.00010981491963209052,-0.32568893460333725
ETE,0,4,8.762322015310647e-15,3.378920604649137e-05,-31.844530165729836
ETG,3,6,2.6286966054694264e-05,5.06838090655134e-05,-0.9471773111424511
ETH,11,19,9.638554217717943e-05,0.00016049872868915662,-0.7356732061339658
ETS,1,3,8.762322024072969e-06,2.534190453698035e-05,-1.53213981114226
ETT,773,831,0.006773274917843892,0.007019707554412102,-0.05155737422826724
GBC,18,28,0.00015772179628435396,0.00023652444227475577,-0.5846072319695673
GBE,1,0,8.762322024072969e-06,8.447301509511016e-15,29.950175544046054
GBG,2,1,1.7524644039383615e-05,8.447301517958319e-06,1.052822687895752
GBS,12,6,0.00010514786419249009,5.06838090655134e-05,1.052822688496875
GBT,3,1,2.6286966054694264e-05,8.447301517958319e-06,1.637785188376459
GCB,18,22,0.00015772179628435396,0.00018584063321768965,-0.2366839285633126
GCC,217,211,0.0019014238773311725,0.0017823806185152716,0.09327473235420485
GCD,6,15,5.25739321006262e-05,0.00012670952265111254,-1.269105406125993
GCE,55,53,0.00048192771085084785,0.0004477069800125311,0.10626194757757035
GCG,6,6,5.25739321006262e-05,5.06838090655134e-05,0.052822688617099677
GCH,22,28,0.00019277108434559656,0.00023652444227475577,-0.295100614789155
GCS,58,77,0.0005082146768967798,0.0006504422162407956,-0.35598285694409176
GCT,27,24,0.0002365826944221498,0.0002027352362367117,0.2227476900527328
GDD,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
GEE,106,120,0.0009288061336316909,0.0010136761811497693,-0.12614745242663175
GGB,36,36,0.00031544359255994555,0.00030410285435084386,0.052822688617099677
GGC,414,445,0.00362760131434737,0.0037590491717408494,-0.051351879737092404
GGE,107,120,0.0009375684556470015,0.0010136761811497693,-0.11260092058881117
GGG,1774,1850,0.01554435925516985,0.01562750779260383,-0.007696572485477708
GGH,158,134,0.0013844468784278445,0.0011319384022829234,0.29051424633479483
GGI,1,1,8.762322024072969e-06,8.447301517958319e-06,0.052822688617099677
GGS,292,283,0.002558598028479471,0.002390586327200065,0.0979890046650774
GGT,278,290,0.002435925520265122,0.002449717437766642,-0.008145328674112717
GHH,158,134,0.0013844468784278445,0.0011319384022829234,0.29051424633479483
GII,1,1,8.762322024072969e-06,8.447301517958319e-06,0.052822688617099677
GSB,10,12,8.76232201618688e-05,0.0001013676181225795,-0.2102117171926491
GSC,141,144,0.0012354874041675633,0.0012164114173780335,0.02244903957379378
GSE,18,11,0.00015772179628435396,9.292031661306848e-05,0.7633160713711102
GSG,14,6,0.00012267250822311138,5.06838090655134e-05,1.275215109816148
GSH,21,15,0.0001840087623302859,0.00012670952265111254,0.5382495157598616
GSS,54,58,0.00047316538883553723,0.0004899434875600862,-0.05027080434516137
GST,34,37,0.0002979189485293243,0.0003125501558603549,-0.06916783575807008
GTB,7,11,6.133625411593685e-05,9.292031661306848e-05,-0.599254007887648
GTC,69,77,0.0006046002190651969,0.0006504422162407956,-0.10543939529746031
GTD,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
GTE,27,28,0.0002365826944221498,0.00023652444227475577,0.0003552687248724646
GTG,1,3,8.762322024072969e-06,2.534190453698035e-05,-1.53213981114226
GTH,9,19,7.886089814655814e-05,0.00016049872868915662,-1.0251798232998053
GTS,32,27,0.000280394304498703,0.00022807714076524473,0.2979351864452821
GTT,133,123,0.0011653888280450783,0.0010390180856783024,0.16559061877816741
HBC,11,9,9.638554217717943e-05,7.602571359404645e-05,0.3423293057829393
HBE,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
HBH,1,2,8.762322024072969e-06,1.6894603027469333e-05,-0.9471773106615528
HBS,0,7,8.762322015310647e-15,5.913111057502442e-05,-32.65188508763286
HBT,3,4,2.6286966054694264e-05,3.378920604649137e-05,-0.3622148105415196
HCB,17,11,0.0001489594742690433,9.292031661306848e-05,0.680853911183852
HCC,251,259,0.0021993428258517346,0.0021878510909718006,0.007557954881495208
HCD,57,63,0.0004994523548814691,0.0005321799951076413,-0.09156722071566474
HCE,29,20,0.00025410733845277107,0.00016894603019866763,0.5888755888349227
HCG,42,36,0.00036801752465180946,0.00030410285435084386,0.2752151099478226
HCH,47,49,0.0004118291347283627,0.00041391777397448707,-0.007298303819218301
HCS,109,104,0.0009550930996776229,0.0008785193569975931,0.12056729525229758
HCT,98,95,0.0008587075575092057,0.0008024936434119939,0.09767692440089515
HDD,1,4,8.762322024072969e-06,3.378920604649137e-05,-1.9471773103008791
HEE,16,31,0.00014019715225373268,0.0002618663468032888,-0.9013736217261457
HGG,133,106,0.0011653888280450783,0.0008954139600166151,0.380184669552327
HHB,15,23,0.00013143483023842203,0.0001942879347272007,-0.5638486717979407
HHC,678,657,0.0059408543263893806,0.005549877091757185,0.09821459143104597
HHD,1,4,8.762322024072969e-06,3.378920604649137e-05,-1.9471773103008791
HHE,16,31,0.00014019715225373268,0.0002618663468032888,-0.9013736217261457
HHG,133,106,0.0011653888280450783,0.0008954139600166151,0.380184669552327
HHH,29991,30288,0.2627907995611904,0.2558518681200781,0.038605999737470025
HHI,90,80,0.0007886089813867206,0.0006757841207693287,0.22274769005740827
HHS,359,411,0.0031456736035052842,0.003471840920417475,-0.14233186124102348
HHT,1885,1968,0.01651697699886933,0.016624289370726127,-0.009343008566081433
HII,99,89,0.0008674698795245164,0.0007518098343549278,0.20644587772867423
HSB,5,10,4.381161008531556e-05,8.447301510355747e-05,-0.9471773112386308
HSC,184,192,0.0016122672508259211,0.0016218818898345623,-0.008577856046716986
HSE,12,12,0.00010514786419249009,0.0001013676181225795,0.052822688617099677
HSG,9,12,7.886089814655814e-05,0.0001013676181225795,-0.36221481062166916
HSH,15,16,0.00013143483023842203,0.00013515682416062355,-0.04028671576837042
HSS,84,106,0.0007360350492948566,0.0008954139600166151,-0.2827803431637747
HST,50,63,0.0004381161007742946,0.0005321799951076413,-0.2806010451021382
HTB,6,8,5.25739321006262e-05,6.757841208453544e-05,-0.3622148106016319
HTC,435,444,0.0038116100766688935,0.0037506018702313385,0.02327841300315144
HTD,1,0,8.762322024072969e-06,8.447301509511016e-15,29.950175544046054
HTE,7,17,6.133625411593685e-05,0.0001436041256701346,-1.2272852304544009
HTG,24,31,0.00021029572837621784,0.0002618663468032888,-0.31641112103504565
HTH,58,50,0.0005082146768967798,0.0004223650754839981,0.26694749396596745
HTS,224,214,0.001962760131438347,0.0018077225230438048,0.11871062427325586
HTT,1129,1202,0.009892661555294483,0.010153656414440689,-0.0375687213210072
ICB,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
ICC,8,5,7.009857613124749e-05,4.223650755600238e-05,0.7308945936215353
ICD,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
ICE,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
ICS,1,2,8.762322024072969e-06,1.6894603027469333e-05,-0.9471773106615528
ICT,2,5,1.7524644039383615e-05,4.223650755600238e-05,-1.269105405837454
IEE,2,0,1.7524644039383615e-05,8.447301509511016e-15,30.950175543324708
IGG,8,7,7.009857613124749e-05,5.913111057502442e-05,0.2454677665337329
IHH,52,48,0.0004556407448049159,0.00040547047246497606,0.16829990603472367
IHI,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
IIC,11,15,9.638554217717943e-05,0.00012670952265111254,-0.39463628831914727
IIE,2,0,1.7524644039383615e-05,8.447301509511016e-15,30.950175543324708
IIG,8,7,7.009857613124749e-05,5.913111057502442e-05,0.2454677665337329
IIH,52,49,0.0004556407448049159,0.00041391777397448707,0.13855256264128496
III,328,351,0.0028740416210306543,0.002965002829846814,-0.044952527069089226
IIS,16,10,0.00014019715225373268,8.447301510355747e-05,0.7308945936756361
IIT,13,17,0.00011391018620780072,0.0001436041256701346,-0.33420043446603565
ISC,12,4,0.00010514786419249009,3.378920604649137e-05,1.6377851890978066
ISS,2,3,1.7524644039383615e-05,2.534190453698035e-05,-0.5321398118636074
IST,2,3,1.7524644039383615e-05,2.534190453698035e-05,-0.5321398118636074
ITC,4,6,3.504928807000491e-05,5.06838090655134e-05,-0.5321398119838318
ITH,1,1,8.762322024072969e-06,8.447301517958319e-06,0.052822688617099677
ITS,1,1,8.762322024072969e-06,8.447301517958319e-06,0.052822688617099677
ITT,7,9,6.133625411593685e-05,7.602571359404645e-05,-0.3097473907218086
SBB,6,5,5.25739321006262e-05,4.223650755600238e-05,0.31585709440280363
SBC,117,111,0.001025191675800108,0.0009376504675641702,0.12877154184973166
SBE,13,7,0.00011391018620780072,5.913111057502442e-05,0.9459074846054648
SBG,9,5,7.886089814655814e-05,4.223650755600238e-05,0.9008195950438102
SBH,10,16,8.76232201618688e-05,0.00013515682416062355,-0.6252492164414368
SBI,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
SBS,26,31,0.00022782037240683914,0.0002618663468032888,-0.2009339036197336
SBT,24,36,0.00021029572837621784,0.00030410285435084386,-0.5321398120840188
SCB,158,141,0.0013844468784278445,0.0011910695128495006,0.21705208439430815
SCC,1733,1671,0.015185104052542113,0.014115440822401355,0.10538260971605044
SCD,1,1,8.762322024072969e-06,8.447301517958319e-06,0.052822688617099677
SCE,664,673,0.005818181818175032,0.005685033915909361,0.033399425353736426
SCG,162,130,0.001419496166489087,0.0010981491962448794,0.37030487847107774
SCH,406,446,0.0035575027382248846,0.0037674964732503603,-0.0827412941177102
SCI,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
SCS,386,405,0.0033822562979186717,0.003421157111360409,-0.016498371886631752
SCT,259,291,0.0022694414019742196,0.002458164739276153,-0.11524436660401781
SEE,939,971,0.00822782037238546,0.008202329765743643,0.004476550851732847
SGG,167,160,0.0014633077765656402,0.00135156824153021,0.11459888620341149
SHH,468,525,0.004100766703174145,0.004434833292501731,-0.11298620435264602
SHI,3,2,2.6286966054694264e-05,1.6894603027469333e-05,0.6377851890978069
SSB,78,76,0.0006834611172029928,0.0006419949147312845,0.09029739403527577
SSC,1521,1444,0.013327491785296255,0.012197903379742355,0.12777209945437468
SSE,319,357,0.0027951807228928584,0.00301568663890388,-0.10954496164664924
SSG,60,50,0.0005257393209274011,0.0004223650754839981,0.3158570944460845
SSH,200,210,0.0017524644030708916,0.0017739333170057607,-0.01756663927395484
SSS,850,890,0.007447973713022812,0.0075180983434732515,-0.01351980621151995
SST,189,204,0.0016560788609024744,0.0017232495079486947,-0.05736022913276213
STB,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
STG,2,1,1.7524644039383615e-05,8.447301517958319e-06,1.052822687895752
STH,17,18,0.0001489594742690433,0.0001520514271796456,-0.029639471570158813
STT,592,628,0.005187294633072665,0.0053049053479813655,-0.032344694645437884
TBB,5,2,4.381161008531556e-05,1.6894603027469333e-05,1.3747507830716537
TBC,99,105,0.0008674698795245164,0.0008869666585071041,-0.03206620896858057
TBE,7,10,6.133625411593685e-05,8.447301510355747e-05,-0.46175048415082887
TBG,1,2,8.762322024072969e-06,1.6894603027469333e-05,-0.9471773106615528
TBH,4,3,3.504928807000491e-05,2.534190453698035e-05,0.4678601877757189
TBS,26,21,0.00022782037240683914,0.00017739333170817864,0.3609449839662202
TBT,17,25,0.0001489594742690433,0.0002111825377462227,-0.5035706598801293
TCB,72,90,0.0006308871851111289,0.0007602571358644388,-0.2691054062662552
TCC,1414,1499,0.012389923329658017,0.012662504962765461,-0.03139557452130329
TCD,47,61,0.0004118291347283627,0.0005152853920886193,-0.3233257972611042
TCE,456,509,0.003995618838990417,0.004299676468349554,-0.10580914329352437
TCG,56,65,0.0004906900328661585,0.0005490745981266634,-0.16219020235018386
TCH,201,181,0.0017612267250862023,0.001528961573229941,0.20402849271203
TCI,0,1,8.762322015310647e-15,8.447301517958319e-06,-29.844530166811857
TCS,387,376,0.0033910186199339826,0.0031761853675845893,0.09442359308376369
TCT,189,193,0.0016560788609024744,0.0016303291913440734,0.02260807557025002
TDD,2,2,1.7524644039383615e-05,1.6894603027469333e-05,0.052822688617099677
TEC,1,0,8.762322024072969e-06,8.447301509511016e-15,29.950175544046054
TEE,774,851,0.006782037239859203,0.007188653584602322,-0.084002876924284
TGG,138,169,0.0012092004381216315,0.001427593955115809,-0.23953229088499786
THH,455,458,0.003986856516975106,0.003868864091364493,0.04334163560623488
THI,2,4,1.7524644039383615e-05,3.378920604649137e-05,-0.9471773110222267
TII,2,1,1.7524644039383615e-05,8.447301517958319e-06,1.052822687895752
TSB,39,44,0.00034173055860587753,0.000371681266426932,-0.12120671115374555
TSC,765,809,0.006703176341721407,0.00683386692120286,-0.027857266232761274
TSE,103,106,0.0009025191675857589,0.0008954139600166151,0.011402761237515243
TSG,28,26,0.00024534501643746045,0.00021962983925573372,0.15973789252964823
TSH,87,102,0.0007623220153407886,0.0008616247539785711,-0.17665915750322916
TSS,340,304,0.0029791894852143823,0.002567979658899796,0.21428611131071373
TST,124,141,0.0010865279299072826,0.0011910695128495006,-0.1325323533934159
TTB,143,142,0.0012530120481981848,0.0011995168143590115,0.06294690589073622
TTC,2335,2455,0.020460021905759122,0.020738125205857993,-0.0194777859879014
TTD,1,1,8.762322024072969e-06,8.447301517958319e-06,0.052822688617099677
TTE,734,798,0.006431544359246777,0.006740946604598238,-0.06778599476187562
TTG,100,117,0.000876232201539827,0.0009883342766212363,-0.17368584118948402
TTH,297,296,0.0026024096385560244,0.002500401246823708,0.0576884437888995
TTI,2,0,1.7524644039383615e-05,8.447301509511016e-15,30.950175543324708
TTS,1228,1282,0.010760131434810236,0.01082944053520157,-0.009263012631412607
TTT,1317,1512,0.011539978094172884,0.012772319882389103,-0.14638010534731727
